Category,Name,Content
Sculptors,Jane Ackroyd,"Jane Ackroyd (born 1957) is a British artist best known for her public sculptures. She is based in London.

"
Sculptors,József Ács,"József Ács may refer to:

József Ács (painter) (1914–1990), Yugoslav painter, art teacher and art critic
József Ács (sculptor) (1931–2023), Hungarian sculptor and medalist
József Ács (musician) (born 1948), German composer, pianist and organist of Hungarian origin
József Ács (author) (born 1965), Hungarian writer"
Sculptors,Lambert-Sigisbert Adam,"Lambert-Sigisbert Adam (10 October 1700) was a French sculptor born in 1700 in Nancy. The eldest son of sculptor Jacob-Sigisbert Adam, he was known as Adam l’aîné (""the elder"") to distinguish him from his two sculptor brothers Nicolas-Sébastien Adam, known as ""Adam le jeune"" (""the younger""), and François Gaspard Balthazar Adam. His sister Anne Adam married Thomas Michel, an undistinguished sculptor, and became the mother of famous sculptor Claude Michel, known as Clodion, who received his early training in the studio of his uncle Lambert-Sigisbert."
Sculptors,Nicolas-Sébastien Adam,"Nicolas-Sébastien Adam (22 March 1705 – 27 March 1778), also called ""Adam the Younger"", was a French sculptor working in the Neoclassical style. He was born in Nancy and died in Paris."
Sculptors,Alice Adams,"Alice Adams may refer to:

Alice Adams (novel), a 1921 Pulitzer Prize–winning novel by Booth Tarkington
Alice Adams (1923 film), a 1923 film based on the novel by Booth Tarkington
Alice Adams (1935 film), a 1935 film based on the novel by Booth Tarkington
Alice Adams (writer) (1926–1999), American novelist and writer from Fredericksburg, Virginia
Alice Adams (artist) (born 1930), American artist"
Sculptors,George Gammon Adams,"George Gammon Adams (21 April 1821 – 14 March 1898; sometimes spelled George Gamon Adams or George Gannon Adams) was an English portrait sculptor and medallist, noted for his statue of General Charles Napier in Trafalgar Square.

"
Sculptors,Amandus Adamson,"Amandus Heinrich Adamson (12 November 1855 near Paldiski, Estonia, then Russian Empire — 26 June 1929 in Paldiski, Estonia) was an Estonian sculptor and painter."
Sculptors,Yaacov Agam,Yaacov Agam (Hebrew: יעקב אגם; born 11 May 1928) is an Israeli sculptor and experimental artist widely known for his contributions to optical and kinetic art.
Sculptors,Peter Agostini,"Peter Agostini (February 13, 1913 Hell's Kitchen, Manhattan – March 27, 1993) was an American sculptor.

"
Sculptors,Agostino di Duccio,"Agostino di Duccio (1418 – c. 1481) was an early Renaissance Italian sculptor.
Born in Florence, he worked in Prato with Donatello and Michelozzo, who influenced him greatly. In 1441, he was accused of stealing precious materials from a Florentine monastery and was banished from his native city as a result. The following year he continued the work on the altar of S. Geminiano for the Cathedral of Modena, a work noticeable for the influence of Michelozzo.
In 1446, he studied late Gothic sculpture in Venice and met Matteo de' Pasti, a fellow sculptor who called on him to execute the sculptural decoration of the Tempio Malatestiano in Rimini, where he stayed from 1449 to 1457. The decorations were supposed to be a sort of medieval encyclopedia, with reliefs of zodiacal and other allegorical and mythological figures.
Between 1457 and 1462 he created the marble façade of the church of S. Bernardino at Perugia and the following years until 1470 he created many works especially in Florence, such as a Madonna d'Auvillers for Piero di Cosimo de' Medici, now found at the Louvre.
In 1464, the overseers of the Duomo cathedral in Florence ('Operai') commissioned Agostino to carve a marble statue of David (from the Old Testament, and a symbol of Florence), about 3.5 m tall, to stand high up on its eastern end. This was intended to be formed in the Roman fashion from several blocks, but in 1465 Agostino travelled to Carrara to source his marble and acquired a huge block from the Fantiscritti quarries. Described as nine braccia (over 5 metres) long, of moderate quality ('bianco ordinario') and 'rather shallow', its original maximum dimensions are otherwise unknown, but from the resulting statue the block must have been almost 2.0m wide and 1.1m deep, so must have been over 20 tons in weight. After a troubled sea and river passage to Florence, Agostino began to work on the block, roughing it out, but in December 1466, Agostino lost the commission, possibly relinquished on the death of Donatello. The block, now known as il gigante (the giant), was further roughed out and 'spoiled' in 1476–7 by Rossellino, and then sat for 24 years being cotto ('cooked' by the weather) in the Duomo yard, until Michelangelo won a new commission to carve a David, completed in 1504.
In 1473 he designed the outer facade of the Porta di San Pietro in the city walls of Perugia, in a style influenced by Leone Battista Alberti. Other works are at Amelia and at the National Gallery of Umbria at Perugia. He died in about 1481 in Perugia."
Sculptors,Agostino da Siena,"Agostino da Siena or Agostino di Giovanni (c. 1285 – c. 1347) was an Italian architect and sculptor, active between 1310 and 1347."
Sculptors,Gian Francesco d'Agrate,"Gian Francesco d'Agrate (1489- after 1563) was an Italian sculptor and architect, active principally in Parma. It this city, he labored in the construction and decoration of the Sanctuary of Santa Maria della Steccata with the help of his brother Marco, and under the guidance of  Bernardino Zaccagni."
Sculptors,Armen Agop,"Armen Agop (born in 1969 in Cairo) is a contemporary Egyptian artist who is changing perspectives and pushing the boundaries on contemporary art. He is known for his spiritually charged contemplative works, which were described to reminiscence the harmony, balance and purity of the human soul. Agop engages meditative practices in his processes, prioritizing inwardness and inner monumentality. Soberness, slowness and renouncement of demonstrative abilities, are features that characterize his ascetic approach. 

"
Sculptors,Amber Aguirre,"Amber Aguirre (born 1958) is an American ceramic sculptor. She was born to Holocaust survivors.
Aguirre received a BFA in ceramics from the University of Southern California in 1981, an MA in art education from San Jose State University in 1990, and a master of library and information science degree from San José State University in 1996.
She currently lives and works in Kailua-Kona, Hawaii.
She is best known for creating human and anthropomorphic figures with a surface created by a technique of her own invention, which she calls ""naked fauxku"".  By employing a high fire, oxygenated atmosphere without reduction, a surface similar to naked raku is produced.  Disabled, in the collection of the Honolulu Museum of Art, portrays a seated nude female figure with an anvil in place of her left foot.  It was created shortly after the artist underwent surgery on her ankle.  This porcelain sculpture demonstrates the surface typical of  Aguirre's work as well as her sculpture's whimsy.  The Benyamini Contemporary Ceramics Center (Tel Aviv, Israel), the Hawaii State Art Museum, the Honolulu Museum of Art, the International Ceramics Studio (Kecscemet, Hungary), and the Kellogg Art Gallery (Cal Poly University, Pomona, California) are among the public collections holding works by Amber Aguirre."
Sculptors,Pauline Aitken,"Pauline Aitken (30 June 1893 –1958) was a British artist and sculptor.

"
Sculptors,Kinji Akagawa,"Kinji Akagawa (born 1940, Tokyo, Japan) is an American sculptor, printmaker, and arts educator best known for sculptural constructions that also serve a practical function.  A pioneer in the public art movement, Akagawa has throughout his career examined the relationship between art and community, most notably the concept of art as a process of inquiry. His sculpture and public artworks are noted for their refined elegance and use of natural materials, such as granite, basalt, field stone, cedar, and ipe wood.
Akagawa trained at the Cranbrook Academy of Art, Bloomfield Hills, Michigan; Tamarind Lithography Workshop, Los Angeles; the Minneapolis College of Art and Design; and the University of Minnesota, Minneapolis, where he earned an MFA degree in 1969.
From 1973 to 2009, Akagawa was a professor at the Minneapolis College of Art and Design (MCAD), where he taught sculpture, printmaking, photography, video, installation and conceptual art.
Akagawa's work is exhibited nationally and internationally and is found in numerous public and private collections, including the National Gallery of Art, Washington, D.C.; the Smithsonian Institution, Washington, D.C.; the Los Angeles County Museum of Art; Norton Simon Museum, Pasadena, California; Minneapolis Institute of Art; the Walker Art Center, Minneapolis; the University of Iowa Museum of Art, Iowa City; and the Ackland Art Museum, Chapel Hill, N.C.
Notable public artworks include ""Peace Garden Bridge"" (2009), a collaboration with American architect Jerry Allan, in the Lyndale Park Peace Garden, Minneapolis; ""Garden Seating, Thinking, Reading"" (1987), in the Minneapolis Sculpture Garden; ""Bayou Sculpture"" (1985), Houston, Texas; and ""Four Seasons with a Sundial"" (1984), Tettegouche State Park, near Silver Bay, Minnesota.
Akagawa's awards and recognitions include the McKnight Foundation Distinguished Artist Award  (2007); Minnesota State Arts Board cultural collaborations grant (1995); Carnegie Mellon Foundation faculty enrichment grant (1984); McKnight Foundation Artist Fellowship (1983); Bush Foundation Fellowship (1982); and a Ford Foundation Fellowship (1965).
Akagawa lives and maintains a studio in Afton, Minnesota. He is married to fiber artist Nancy Gipple."
Sculptors,Benjamin Paul Akers,"Benjamin Paul Akers (July 10, 1825 – May 21, 1861) was an American sculptor from Maine."
Sculptors,Latcholassie Akesuk,Latcholassie Akesuk (1919–2000) was an Inuk sculptor.
Sculptors,Manasie Akpaliapik,"Manasie Akpaliapik (born 1955) is a Canadian Inuk sculptor.  
Akpaliapik was born in a hunting camp on Baffin Island, Nunavut and moved with his family to Ikpiarjuk (Arctic Bay) in 1967. Though his parents were sculptors, he learned to carve at age ten by observing his grandparents. 
At age 12 he was sent to residential school in Iqaluit where his language and culture were suppressed. Akpaliapik left residential school at 16 years old. 
Akpaliapik married a woman named Noodloo and returned to Arctic Bay with his family. His wife and their two children were killed in a fire in 1980, after which Akpaliapik moved to Montreal and subsequently to Toronto."
Sculptors,Aleijadinho,"Antônio Francisco Lisboa (c. 29 August 1730 or 1738 – 18 November 1814), better known as Aleijadinho (Portuguese pronunciation: [aleiʒaˈdʒiɲu], lit. 'little cripple'), was a sculptor, carver and architect of Colonial Brazil, noted for his works on and in various churches of Brazil. With a style related to Baroque and Rococo, Aleijadinho is considered almost by consensus as the greatest exponent of colonial art in Brazil by Brazilian critics and, surpassing Brazilian borders, for some foreign scholars he is the greatest name of Baroque in the Americas.
Little is known with certainty about his biography, which remains shrouded in legend and controversy to this day, making the research work on his life very arduous. The main documentary source on Aleijadinho is a biographical note written only about forty years after his death. His trajectory is reconstructed mainly through the works he left behind, although even in this context his contribution is controversial, since the attribution of authorship for most of the more than four hundred creations that exist today associated with his name was made without any documentary evidence, based only on stylistic similarity with documented pieces.
All of his work, including carvings, architectural projects, reliefs and statuary, was carried out in Minas Gerais, especially in the cities of Ouro Preto, Sabará, São João del-Rei and Congonhas. The main monuments that contain his works are the Church of Saint Francis of Assisi in Ouro Preto and the Sanctuary of Bom Jesus of Matosinhos."
Sculptors,Diana al-Hadid,"Diana al-Hadid (born 1981) is a Syrian-born American contemporary artist who creates sculptures, installations, and drawings using various media. She lives and works in Brooklyn, New York. She is represented by Kasmin Gallery."
Sculptors,Leon Battista Alberti,"Leon Battista Alberti (Italian: [leˈom batˈtista alˈbɛrti]; 14 February 1404 – 25 April 1472) was an Italian Renaissance humanist author, artist, architect, poet, priest, linguist, philosopher, and cryptographer; he epitomised the nature of those identified now as polymaths. He is considered the founder of Western cryptography, a claim he shares with Johannes Trithemius.
He is often considered primarily an architect. However,  as James Beck has observed, ""to single out one of Leon Battista's 'fields' over others as somehow functionally independent and self-sufficient is of no help at all to any effort to characterize Alberti's extensive explorations in the fine arts"". Although Alberti is known mostly as an artist, he was also a mathematician: he made significant contributions to this field.  Among the  most famous buildings he designed are the churches of San Sebastiano (1460) and Sant'Andrea (1472), both in Mantua.
Alberti's life was told in Giorgio Vasari's Lives of the Most Excellent Painters, Sculptors, and Architects."
Sculptors,Alessandro Algardi,"Alessandro Algardi (July 31, 1598 – June 10, 1654) was an Italian high-Baroque sculptor active almost exclusively in Rome. In the latter decades of his life, he was, along with Francesco Borromini and Pietro da Cortona, one of the major rivals of Gian Lorenzo Bernini, in Rome. He is now most admired for his portrait busts that have great vivacity and dignity."
Sculptors,Aljoscha,"Aljoscha (Ukrainian: Альоша, romanized: Alosha; 1974 in Lozova, USSR, now Ukraine), born Oleksii Potupin (Ukrainian: Олексій Потупін), is a Ukrainian visual artist known for large scale conceptual installations, sculptures, interventions, paintings and drawings based on ideas of bioism, biofuturism, bioethics and bioethical abolitionism. He studied 2001-2002 at the Kunstakademie Düsseldorf, Germany (class of Prof. Konrad Klapheck) as well as 2006 at the International Summer Academy of Fine Arts in Salzburg, Austria (class of Shirin Neshat)."
Sculptors,Christophe-Gabriel Allegrain,"Christophe-Gabriel Allegrain (11 October 1710, Paris – 17 April 1795, Paris) was a French sculptor who tempered a neoclassical style with Rococo charm and softness, under the influence of his much more famous brother-in-law, Jean-Baptiste Pigalle.

"
Sculptors,Tina Allen,"Tina Allen (December 9, 1949 – September 9, 2008) was an American sculptor known for her monuments to prominent African Americans, including Frederick Douglass, Sojourner Truth, and George Washington Carver.

"
Sculptors,Nels N. Alling,"Nels N. Alling (October 15, 1861 – March 9, 1955) was a Danish-American sculptor who specialized in terra cotta architectural work in the city of Perth Amboy in Middlesex County, New Jersey, United States. He is known for his life-size terra cotta statue of George Washington located in the city's Market Square.

"
Sculptors,Edward Allington,"Edward Thomas Allington (24 June 1951 – 21 September 2017) was a British artist and sculptor, best known for his part in the 1980s New British Sculpture movement.
Born at Troutbeck Bridge, Westmorland, to Ralph Allington and his wife, Evelyn, Allington studied at Lancaster College of Art from 1968 to 1971, at the Central School of Art and Design in London from 1971 to 1974 and at the Royal College of Art from 1983 to 1984. He was a fellow at Exeter College of Art and Design 1975–77. He won the John Moores Liverpool Exhibition Prize in 1989, was Gregory Fellow in Sculpture at University of Leeds 1991–93 and Research Fellow in Sculpture at Manchester Metropolitan University in 1993. He received a fine art award to work at the British School at Rome in 1997.
His work was included in the group exhibition 'Objects and Sculpture' at the Institute of Contemporary Arts in 1981 and 'The Sculpture Show' at The Hayward Gallery 1983. He exhibited widely in America, Japan and Europe.
Allington's work was influenced by his interest in the classical world of Greece and Rome and often included references to architectural details and ancient artefacts.
His illusionistic drawings were often created on found ledgers and used oblique projection.
He exhibited in museums and art galleries throughout the world and is represented in major national and international collections.
Allington lived and worked in London and was a Professor and Head of Graduate Sculpture at Slade School of Fine Art, University College London.

"
Sculptors,Nir Alon,"Nir Alon is an Israeli sculptor and an installation artist based in Hamburg. 
Alon studied from 1988 until 1992 at the Bezalel Academy of Art and Design in Jerusalem. In 1996 he received the prize for young artists of the Israeli Ministry for education and Culture. In 1998 he participated in an exchange exhibition in Hamburg. In 2001 he received a working scholarship as a guest artist to Harburg. Since then he works and lives in Hamburg. He had solo exhibitions in Jerusalem, Tel Aviv, Schwerin, Bonn, Mannheim, Frankfurt and Hamburg. He preferably develops his sculptures from cast-off everyday life articles such as furniture, suit-cases, lamps, light bulbs and cables, whereby the installations are arranged directly at the place of exhibition and in the reference to these. Thus it obtains an urgent effect with most economical means. 
His works are in public and private collections in Germany, Israel, Italy and United States."
Sculptors,Ahmed Al Safi,"Ahmed Al Safi (Arabic: احمد الصافي, born 1971) is an Iraqi sculptor and painter.

"
Sculptors,Toomas Altnurme,"Toomas Altnurme (born 21 January 1973) is an Estonian  sculptor painter. He is known for his large-scale, abstract sculptures that often incorporate elements of nature and the environment. His work is characterized by a sense of movement and fluidity, as well as a strong connection to the natural world. Altnurme's work often incorporates natural materials such as stone and wood. He has also created sculptures that incorporate elements of light and sound, to create an immersive and interactive experience for viewers. His sculptures can be found in various locations across Estonia, such as parks, squares, and in front of buildings.
In addition to his sculptures, Altnurme has also created a number of smaller works, such as drawings, prints, and sculptures in various sizes. He has also held numerous solo and group exhibitions in Estonia and other countries."
Sculptors,Giovanni Antonio Amadeo,"Giovanni Antonio Amadeo (c. 1447 – 27 or 28 August 1522) was an Italian Renaissance sculptor of the Early Renaissance, architect, and engineer. He dominated late fifteenth-century Lombard architecture and sculpture.

"
Sculptors,Simeonie Amagoalik,"Simeonie Amagoalik (May 1, 1933 – March 2, 2011) was  an Inuit carver from Resolute, Nunavut, Canada. 

"
Sculptors,Edmond Amateis,"Edmond Romulus Amateis (27 February 1897; Rome, Italy – 1 May 1981; Clermont, Florida) was an American sculptor and educator. He is known for garden-figure sculptures, large architectural sculptures for public buildings and portrait busts."
Sculptors,Louis Amateis,"Louis Amateis, was an American sculptor born in Turin, Italy on December 13, 1855. He studied architecture at Istituto Italiano di Tecnologia and sculpture at the Royal Academy of Fine Art. He also studied in Milan and Paris before moving to New York City in 1884. While working as an architectural sculptor for McKim, Mead, and White he married his wife, Dora Ballin, in 1889. After getting married, the couple and their four sons moved to Washington, D.C. where he founded the School of Architecture and Fine Arts at what became George Washington University. He served as chairman from 1892 to 1902.  He died March 18, 1913, of apoplexy. His son, Edmond, went on to be a prominent sculptor as well.
Amateis was a member of the National Sculpture Society."
Sculptors,Woody van Amen,"Wilhelmus Josephus (Woody) van Amen (Eindhoven August 26, 1936) is a Dutch sculptor, painter and collage artist."
Sculptors,Sarah Fisher Ames,"Sarah Fisher Ames (1817–1901) was an American sculptor, best known for a bust of Abraham Lincoln that she produced in 1866."
Sculptors,Aisa Amittu,"Aisa Amittu (born September 6, 1951) is an Inuit sculptor and printmaker. He was born in Puvirnituq, Nunavik.
He first exhibited publicly in 1989 at the Inuit Galerie in Mannheim, Germany. His work is included in the collections of the Musée national des beaux-arts du Québec and  the National Gallery of Canada."
Sculptors,Grimanesa Amorós,"Grimanesa Amorós (born 1962 in Lima, Peru) is a Peruvian-American artist known for large-scale light sculpture installations, where she draws inspiration from Peruvian cultural legacies and the communities surrounding her sculptures.
She has exhibited in Mexico, Tel Aviv, Beijing, and New York's Times Square."
Sculptors,Eric Adjetey Anang,"Eric Adjetey Anang () is a Ghanaian sculptor and fantasy coffin carpenter. He was born in Teshie, Ghana and runs the Kane Kwei Carpentry Workshop. He currently maintains dual residency and splits his time between Ghana and Madison, Wisconsin, where he is pursuing unique projects."
Sculptors,Ruth Hutton Ancker,"Ruth Hutton Ancker (born Ruth Lapet Hutton; 1901–1979) was an American sculptor in the mid-20th century.

"
Sculptors,John De Andrea,"John De Andrea (born November 24, 1941) is an American sculptor known for his realistic sculptures of human figures, dressed or nude and in true-to-life postures."
Sculptors,Constantine Andreou,"Constantine Andreou (March 24, 1917 – October 8, 2007) was a Brazilian born Greek painter and sculptor with a highly successful career that spanned six decades. Andreou has been praised by many as an eminent figure in international art of the 20th century."
Sculptors,Neale Andrew,"Neale Andrew (born 1958) is an English sculptor. He has created many portrait sculptures, particularly of sportspeople; commissioned works stand in locations in Britain."
Sculptors,Mari Andriessen,"Mari Silvester Andriessen (4 December 1897 – 7 December 1979) was a Dutch sculptor, best known for his work memorializing victims of the Holocaust. Born and died in Haarlem, Andriessen is buried at the RK Begraafplaats Sint Adelberts in Bloemendaal, the Netherlands.

"
Sculptors,Beatrice Angle,Beatrice Angle (1859–1915) was a British sculptor who worked in terracotta and bronze.
Sculptors,François and Michel Anguier,François (French pronunciation: [fʁɑ̃swa]; c. 1604–1669) and Michel Anguier (French pronunciation: [miʃɛl ɑ̃ɡje]; 1612–1686) were two French brothers and sculptors.
Sculptors,Irene Kataq Angutitok,Irene Kataq Angutitok (1914 – 1971) was an Inuit sculptor. Her name also appears as Katak Angutitaq.
Sculptors,Alashua Aningmiuq,"Alashua Aningmiuq (1914–1972) was an Inuit graphic artist and a carver in Nunavut, Canada working in the 1950s and 1960s.

"
Sculptors,Norah Ansell,"Norah Marjorie Ansell (6 July 1906 –1990) was a British sculptor who worked mostly in wood, ivory and bronze."
Sculptors,Károly Antal,"Károly Antal (23 June 1909 – 26 May 1994, in Budapest) was a twentieth century Hungarian sculptor. His sculptural style reflected neoclassicism style.
Antal studied at the Academy of Fine Arts with István Szentgyörgyi between 1928 and 1937. He received a state scholarship in Rome in 1934–35 and he exhibited several times in Italy.
His early sculptures were characterized by the neoclassicist style of the Roman School. His sculptures ""St Gellért"" and ""Frater Julianus"" were erected at the Fishermen's Bastion in Budapest in 1937, and at the Coronation of St Stephen in Esztergom in 1938. After 1945, he created several memorials.
In 1962, he made the sculptural decoration on the facade of the Cathedral of Pécs."
Sculptors,Benedetto Antelami,"Benedetto Antelami (c. 1150 – c. 1230) was an Italian architect and sculptor of the Romanesque school, whose ""sculptural style sprang from local north Italian traditions that can be traced back to late antiquity"". He is chiefly known for three carved doorways and the allegorical figures and prophets that decorate the Parma Baptistery."
Sculptors,Horst Antes,"Horst Antes (born 28 October 1936 Heppenheim, Germany) is a German artist and sculptor."
Sculptors,Stephen Antonakos,"Stephen Antonakos (Greek: Στυλιανός Αντωνάκος; November 1, 1926 in Agios Nikolaos, Laconia, Greece – August 17, 2013 in New York City) was a Greek born American sculptor most well known for his abstract sculptures often incorporating neon."
